customer_city,seller_city,delivery_performance
barra bonita,sarandi,18 days 03:28:45.000000000
francisco beltrao,santo andre,18 days 03:29:35.000000000
cornelio procopio,ibitinga,18 days 03:30:15.000000000
colombo,belo horizonte,18 days 03:33:15.000000000
ponta grossa,barueri,18 days 03:33:38.000000000
rio das ostras,sete lagoas,18 days 03:38:04.000000000
campina grande,volta redonda,18 days 03:38:44.000000000
rio grande da serra,sao luis,18 days 03:42:42.000000000
araruama,sao jose do rio preto,18 days 03:44:12.000000000
coaraci,caxias do sul,18 days 03:45:56.000000000
horizontina,campo limpo paulista,18 days 03:46:12.000000000
passo fundo,itauna,18 days 03:46:18.000000000
tabocas do brejo velho,sao paulo,18 days 03:47:10.000000000
jaguare,petropolis,18 days 03:48:59.000000000
joao monlevade,penapolis,18 days 03:51:06.000000000
turvo,aparecida,18 days 03:53:06.000000000
itauna,sao jose dos campos,18 days 03:55:18.000000000
rio verde,tatui,18 days 03:57:38.000000000
guaira,aparecida,18 days 03:57:51.000000000
maua,itaquaquecetuba,18 days 03:59:08.000000000
olinda,salvador,18 days 04:01:37.000000000
teofilo otoni,recife,18 days 04:02:49.000000000
peixoto de azevedo,sao jose do rio preto,18 days 04:02:50.000000000
sacramento,sao sebastiao,18 days 04:03:00.000000000
potengi,cajamar,18 days 04:04:08.000000000
toledo,riberao preto,18 days 04:05:12.000000000
janauba,ibitinga,18 days 04:07:40.000000000
pocoes,guarulhos,18 days 04:08:15.000000000
marica,campo limpo paulista,18 days 04:09:41.000000000
lages,borda da mata,18 days 04:09:42.000000000
bernardino de campos,sao bento do sul,18 days 04:11:57.000000000
campo mourao,sao jose do rio preto,18 days 04:12:00.000000000
ibicarai,guara,18 days 04:14:01.000000000
barreiras,guarulhos,18 days 04:15:35.000000000
aracoiaba,osasco,18 days 04:18:36.000000000
ribeirao preto,ponte nova,18 days 04:19:08.000000000
rio claro,petropolis,18 days 04:19:10.000000000
belem,colombo,18 days 04:21:35.000000000
governador valadares,sao jose do rio preto,18 days 04:22:16.000000000
itabira,uberlandia,18 days 04:23:11.000000000
congonhas,petropolis,18 days 04:25:13.000000000
cristais paulista,petropolis,18 days 04:25:44.000000000
camapua,sao joao del rei,18 days 04:25:45.000000000
montividiu do norte,sao paulo,18 days 04:25:50.000000000
sao carlos,teresina,18 days 04:25:58.000000000
artur nogueira,brasilia,18 days 04:26:54.000000000
gaspar,petropolis,18 days 04:27:31.000000000
curvelo,sao jose do rio preto,18 days 04:29:01.000000000
santo amaro da imperatriz,sao jose do rio preto,18 days 04:31:17.000000000
porto ferreira,penapolis,18 days 04:36:02.000000000
fernandopolis,itaquaquecetuba,18 days 04:37:14.000000000
rondonopolis,salto,18 days 04:39:08.000000000
imbituba,cascavel,18 days 04:43:25.000000000
palmas,guariba,18 days 04:43:50.000000000
ouroeste,campos novos,18 days 04:44:55.000000000
cascavel,uberlandia,18 days 04:45:39.000000000
campo grande,lauro de freitas,18 days 04:46:34.000000000
imbituba,campo limpo paulista,18 days 04:51:44.000000000
jequia da praia,fazenda rio grande,18 days 04:53:19.000000000
imperatriz,belo horizonte,18 days 04:54:08.000000000
iguatu,sumare,18 days 04:54:28.000000000
joao pessoa,rio verde,18 days 04:54:38.000000000
santa barbara d'oeste,vendas@creditparts.com.br,18 days 04:55:30.000000000
joinville,vicente de carvalho,18 days 04:57:19.000000000
machado,ribeirao preto,18 days 05:00:12.000000000
xapuri,goiania,18 days 05:04:48.000000000
reriutaba,ribeirao das neves,18 days 05:05:36.000000000
itaguai,piracicaba,18 days 05:05:55.000000000
tapejara,sarandi,18 days 05:08:31.000000000
juazeiro,sao jose do rio preto,18 days 05:09:58.000000000
alto taquari,atibaia,18 days 05:10:00.000000000
sobral,santos,18 days 05:10:26.000000000
figueira,belo horizonte,18 days 05:10:52.000000000
serra negra,icara,18 days 05:11:17.000000000
iacanga,belo horizonte,18 days 05:11:41.000000000
indaial,ribeirao pires,18 days 05:15:23.000000000
mandaguari,itaquaquecetuba,18 days 05:16:48.000000000
porto alegre,cariacica,18 days 05:18:21.000000000
anapolis,sao bernardo do campo,18 days 05:18:26.000000000
sorocaba,itaquaquecetuba,18 days 05:19:28.000000000
nova russas,limeira,18 days 05:19:44.000000000
goianesia do para,rio de janeiro,18 days 05:20:33.000000000
mombaca,sao paulo,18 days 05:24:06.000000000
quixada,cajamar,18 days 05:25:10.000000000
leopoldo de bulhoes,braganca paulista,18 days 05:26:13.000000000
belem,limeira,18 days 05:26:42.000000000
turvania,sete lagoas,18 days 05:27:30.000000000
santo andre,sao roque,18 days 05:28:13.000000000
bocaiuva,curitiba,18 days 05:32:07.000000000
eunapolis,recife,18 days 05:32:32.000000000
ibiracu,sao paulo,18 days 05:32:53.000000000
goiania,borda da mata,18 days 05:33:49.000000000
curitibanos,curitiba,18 days 05:34:32.000000000
joinville,franca,18 days 05:42:55.000000000
iraquara,campo limpo paulista,18 days 05:44:37.000000000
sao joao evangelista,guarulhos,18 days 05:44:40.000000000
maua,capivari,18 days 05:45:08.000000000
caldas,maringa,18 days 05:46:07.000000000
russas,jacarei,18 days 05:46:31.000000000
pesqueira,uberlandia,18 days 05:48:42.000000000
marechal candido rondon,pocos de caldas,18 days 05:49:56.000000000
ibotirama,taboao da serra,18 days 05:53:01.000000000
alegre,osasco,18 days 05:54:16.000000000
porto alegre,tupa,18 days 06:00:43.000000000
acarau,borda da mata,18 days 06:03:27.000000000
santiago,ribeirao preto,18 days 06:04:18.000000000
palhoca,ouro fino,18 days 06:05:47.000000000
bage,petropolis,18 days 06:05:51.000000000
palmital,tres rios,18 days 06:07:41.000000000
bacabal,sao bernardo do campo,18 days 06:08:00.000000000
fortaleza,joinville,18 days 06:08:09.000000000
novo gama,itatiba,18 days 06:08:10.000000000
palmas,patos de minas,18 days 06:08:49.000000000
breu branco,praia grande,18 days 06:11:24.000000000
canavieiras,videira,18 days 06:11:33.000000000
piumhii,pirituba,18 days 06:13:26.000000000
volta redonda,santa barbara d´oeste,18 days 06:15:20.000000000
itabirito,maringa,18 days 06:16:35.000000000
caiaponia,queimados,18 days 06:16:44.000000000
cambira,itatiba,18 days 06:17:13.000000000
vitoria da conquista,maringa,18 days 06:17:47.000000000
barra de sao joao,sao paulo,18 days 06:23:13.000000000
toledo,campo limpo paulista,18 days 06:25:34.000000000
sao goncalo,diadema,18 days 06:25:45.000000000
schroeder,franca,18 days 06:27:50.000000000
vila valerio,sete lagoas,18 days 06:29:37.000000000
cacaulandia,ibitinga,18 days 06:30:33.000000000
edeia,ibitinga,18 days 06:34:02.000000000
montalvania,salto,18 days 06:35:38.000000000
foz do iguacu,ilicinea,18 days 06:36:12.000000000
luis antonio,itajai,18 days 06:39:33.000000000
caarapo,itaquaquecetuba,18 days 06:46:37.000000000
mairipora,curitiba,18 days 06:51:27.000000000
brasilia,cariacica,18 days 06:51:38.000000000
cubatao,jaragua do sul,18 days 06:51:52.000000000
corumba,sao bernardo do campo,18 days 06:53:11.000000000
joviania,sao goncalo,18 days 06:53:55.000000000
viamao,campinas,18 days 06:54:20.000000000
fortaleza,vicosa,18 days 06:56:12.000000000
florianopolis,birigui,18 days 06:56:42.000000000
campo mourao,blumenau,18 days 07:00:01.000000000
valenca,osasco,18 days 07:00:28.000000000
criciuma,sao jose do rio preto,18 days 07:00:39.000000000
belem,arraial d'ajuda (porto seguro),18 days 07:07:06.000000000
pirai,santos,18 days 07:11:59.000000000
sao bento do sul,salto,18 days 07:13:15.000000000
nepomuceno,ilicinea,18 days 07:16:01.000000000
cabedelo,sao paulo,18 days 07:17:11.000000000
novo repartimento,rio de janeiro,18 days 07:20:27.000000000
paulo afonso,ilicinea,18 days 07:26:12.000000000
ribeirao preto,diadema,18 days 07:26:21.000000000
pouso alto,maringa,18 days 07:26:48.000000000
brazopolis,canoas,18 days 07:29:32.000000000
anapolis,mombuca,18 days 07:29:33.000000000
sao fidelis,franca,18 days 07:30:17.000000000
itajai,brasilia,18 days 07:32:36.000000000
joao pessoa,araraquara,18 days 07:33:25.000000000
iturama,ibitinga,18 days 07:33:31.000000000
nova alvorada,colombo,18 days 07:35:52.000000000
tatui,nilopolis,18 days 07:36:35.000000000
joacaba,penapolis,18 days 07:38:01.000000000
pato branco,patos de minas,18 days 07:42:31.000000000
novo sao joaquim,santo andre,18 days 07:42:34.000000000
juiz de fora,cruzeiro,18 days 07:45:08.000000000
gouveia,itaquaquecetuba,18 days 07:47:35.000000000
viana,uberlandia,18 days 07:48:07.000000000
ibimirim,petropolis,18 days 07:49:19.000000000
ponta pora,belo horizonte,18 days 07:50:10.000000000
brasilia,mococa,18 days 07:52:23.000000000
ijui,sao bernardo do campo,18 days 07:55:49.000000000
hortolandia,itaquaquecetuba,18 days 07:56:19.000000000
ipero,campinas,18 days 07:58:17.000000000
varjota,ibitinga,18 days 07:59:16.000000000
penha,presidente prudente,18 days 07:59:40.000000000
sao felix do araguaia,engenheiro coelho,18 days 08:02:10.000000000
ataleia,serra negra,18 days 08:03:10.000000000
campina grande,sao luis,18 days 08:03:26.000000000
pacajus,ibitinga,18 days 08:10:01.000000000
santa rita do sapucai,sao jose do rio preto,18 days 08:14:59.000000000
santa isabel,itaquaquecetuba,18 days 08:15:29.000000000
cruz alta,sao jose dos campos,18 days 08:16:55.000000000
limoeiro,ribeirao preto,18 days 08:17:40.000000000
rio negrinho,rio de janeiro,18 days 08:17:43.000000000
tucurui,sao bernardo do campo,18 days 08:20:01.000000000
imbituba,santo andre,18 days 08:21:03.000000000
sao joao do ivai,belo horizonte,18 days 08:22:28.000000000
extrema,recife,18 days 08:23:26.000000000
balneario arroio do silva,tres rios,18 days 08:24:46.000000000
picos,amparo,18 days 08:24:58.000000000
estrela velha,sao paulo,18 days 08:26:10.000000000
gravata,bauru,18 days 08:26:57.000000000
praia grande,joinville,18 days 08:33:50.000000000
cantanhede,navegantes,18 days 08:36:26.000000000
cascavel,sao bernardo do campo,18 days 08:39:36.000000000
canaa dos carajas,sao paulo,18 days 08:40:08.000000000
bonfim,maringa,18 days 08:40:41.000000000
eunapolis,divinopolis,18 days 08:40:49.000000000
navirai,ilicinea,18 days 08:46:29.000000000
jatai,bertioga,18 days 08:48:10.000000000
sao domingos do prata,sao paulo,18 days 08:48:12.000000000
itapecerica da serra,navegantes,18 days 08:48:54.000000000
camacari,belo horizonte,18 days 08:51:12.000000000
sao joao del rei,louveira,18 days 08:53:33.000000000
vitoria da conquista,taubate,18 days 08:57:31.000000000
serra,dracena,18 days 08:58:03.000000000
sao pedro do sul,franca,18 days 08:58:09.000000000
camaragibe,cajamar,18 days 08:59:25.000000000
taciba,sao paulo,18 days 09:00:15.000000000
itaporanga,varginha,18 days 09:00:51.000000000
campina grande,palhoca,18 days 09:06:14.000000000
ciriaco,porto alegre,18 days 09:07:51.000000000
joao pessoa,lages,18 days 09:09:52.000000000
bezerros,ibitinga,18 days 09:11:00.000000000
itabuna,campinas,18 days 09:11:38.000000000
tabatinga,jaboticabal,18 days 09:13:53.000000000
estancia,taboao da serra,18 days 09:18:10.000000000
taubate,ponte nova,18 days 09:18:17.000000000
vicentina,votuporanga,18 days 09:21:01.000000000
celso ramos,maringa,18 days 09:23:40.000000000
pelotas,riberao preto,18 days 09:26:17.000000000
maceio,colombo,18 days 09:37:31.000000000
aparecida do taboado,campo limpo paulista,18 days 09:38:54.000000000
paulinia,dracena,18 days 09:43:04.000000000
sao pedro do turvo,araguari,18 days 09:43:59.000000000
progresso,sao paulo,18 days 09:44:01.000000000
andorinha,penapolis,18 days 09:45:24.000000000
mineiros,sao joao de meriti,18 days 09:48:48.000000000
guarapari,montenegro,18 days 09:48:59.000000000
arroio do tigre,ribeirao preto,18 days 09:49:03.000000000
iguatu,florianopolis,18 days 09:52:00.000000000
paracatu,campo limpo paulista,18 days 09:54:07.000000000
querencia,divinopolis,18 days 09:54:49.000000000
serra,indaiatuba,18 days 09:58:02.000000000
marituba,osasco,18 days 09:58:09.000000000
ponta pora,guarulhos,18 days 09:59:12.000000000
maceio,jau,18 days 09:59:38.000000000
ponto dos volantes,maringa,18 days 10:00:48.000000000
ico,natal,18 days 10:01:38.000000000
recife,rio do sul,18 days 10:05:03.000000000
vila velha,pradopolis,18 days 10:06:49.000000000
jose da penha,itapecerica da serra,18 days 10:07:31.000000000
resende,icara,18 days 10:12:47.000000000
petropolis,colombo,18 days 10:13:20.000000000
taubate,borda da mata,18 days 10:17:29.000000000
guariba,sao paulo,18 days 10:18:52.000000000
jatoba,campo limpo paulista,18 days 10:21:24.000000000
maceio,sao jose do rio preto,18 days 10:24:54.000000000
feira de santana,piracicaba,18 days 10:25:55.000000000
cruz,ibitinga,18 days 10:27:01.000000000
pacuja,itaquaquecetuba,18 days 10:31:40.000000000
sao paulo das missoes,sao jose dos campos,18 days 10:36:01.000000000
rio verde,rio de janeiro,18 days 10:40:48.000000000
contagem,anapolis,18 days 10:43:56.000000000
quissama,sao jose do rio preto,18 days 10:49:18.000000000
campo maior,pradopolis,18 days 10:49:51.000000000
campo maior,campinas,18 days 10:49:51.000000000
rio de janeiro,criciuma,18 days 10:53:40.000000000
arraial do cabo,joinville,18 days 10:57:19.000000000
passo fundo,dracena,18 days 10:57:39.000000000
diamantina,umuarama,18 days 10:58:49.000000000
santa rita do araguaia,blumenau,18 days 11:08:37.000000000
cajati,cascavel,18 days 11:09:16.000000000
camapua,ibitinga,18 days 11:09:21.000000000
maceio,maringa,18 days 11:10:46.000000000
luis eduardo magalhaes,santo andre,18 days 11:11:49.000000000
piracaia,congonhal,18 days 11:12:39.000000000
niquelandia,ilicinea,18 days 11:12:43.000000000
erechim,rio de janeiro,18 days 11:13:18.000000000
pompeu,piracicaba,18 days 11:27:12.000000000
mogi mirim,congonhas,18 days 11:27:57.000000000
pato bragado,sao paulo,18 days 11:28:15.000000000
santo antonio da patrulha,itajobi,18 days 11:28:25.000000000
ferraz de vasconcelos,tabatinga,18 days 11:36:59.000000000
campo belo,paulinia,18 days 11:38:04.000000000
paragominas,franca,18 days 11:43:09.000000000
sao joao de meriti,itatiba,18 days 11:49:27.000000000
cachoeiro de itapemirim,baependi,18 days 11:52:45.000000000
santa maria,umuarama,18 days 11:53:16.000000000
crisopolis,sete lagoas,18 days 11:55:15.000000000
vitorinos,santo andre,18 days 11:56:06.000000000
paranaiba,salto,18 days 11:57:19.000000000
mantena,uba,18 days 12:05:40.000000000
feira de santana,lencois paulista,18 days 12:06:24.000000000
resende,itatiba,18 days 12:08:12.000000000
guarani,sao paulo,18 days 12:15:04.000000000
saloa,sao paulo,18 days 12:20:37.000000000
guarapari,sao jose,18 days 12:21:27.000000000
carazinho,sao goncalo,18 days 12:22:47.000000000
franca,bombinhas,18 days 12:23:43.000000000
milagres,sao bernardo do campo,18 days 12:23:51.000000000
almenara,pedreira,18 days 12:24:32.000000000
mogi das cruzes,brasilia,18 days 12:25:58.000000000
corumba,lauro de freitas,18 days 12:31:37.000000000
barbalha,sumare,18 days 12:33:08.000000000
vicosa,presidente prudente,18 days 12:42:19.000000000
bonito,curitiba,18 days 12:46:09.000000000
cachoeirinha,recife,18 days 12:48:01.000000000
jeremoabo,guariba,18 days 12:56:28.000000000
jaboatao dos guararapes,ribeirao preto,18 days 12:58:22.000000000
capinopolis,claudio,18 days 12:59:34.000000000
buriticupu,ibitinga,18 days 13:00:41.000000000
aracaju,sorocaba,18 days 13:01:37.000000000
juiz de fora,congonhal,18 days 13:02:13.000000000
sao luis,vila velha,18 days 13:04:56.000000000
parnaiba,maringa,18 days 13:06:24.000000000
terenos,brasilia,18 days 13:08:16.000000000
porto velho,maua,18 days 13:12:01.000000000
pedro osorio,londrina,18 days 13:13:49.000000000
estancia velha,itaquaquecetuba,18 days 13:15:52.000000000
ibatiba,jacarei,18 days 13:22:37.000000000
marau,florianopolis,18 days 13:23:44.000000000
sao luis,sete lagoas,18 days 13:29:30.000000000
cruz alta,limeira,18 days 13:30:35.000000000
marica,aparecida de goiania,18 days 13:33:51.000000000
juiz de fora,porto alegre,18 days 13:36:11.000000000
rio de janeiro,farroupilha,18 days 13:36:39.000000000
petrolina,osasco,18 days 13:37:18.000000000
potiragua,ibitinga,18 days 13:41:18.000000000
nova santa rita,itaquaquecetuba,18 days 13:42:38.000000000
recife,indaiatuba,18 days 13:42:51.000000000
virginopolis,jacarei,18 days 13:44:25.000000000
itaborai,guarulhos,18 days 13:49:04.000000000
pereira barreto,guarulhos,18 days 13:52:57.000000000
barra de santa rosa,ibitinga,18 days 13:56:48.000000000
maua,tabatinga,18 days 13:57:35.000000000
feira de santana,umuarama,18 days 14:07:36.000000000
bom jesus do norte,sao paulo,18 days 14:09:22.000000000
natal,araraquara,18 days 14:18:11.000000000
caturama,sao paulo,18 days 14:22:44.000000000
jaboatao dos guararapes,sete lagoas,18 days 14:24:08.000000000
eneas marques,salto,18 days 14:24:31.000000000
criciuma,betim,18 days 14:30:13.000000000
carrancas,ibitinga,18 days 14:31:07.000000000
guabiju,assis,18 days 14:34:00.000000000
encruzilhada do sul,sao paulo,18 days 14:39:52.000000000
itauna,penapolis,18 days 14:41:07.000000000
uberaba,itaquaquecetuba,18 days 14:51:52.000000000
rio branco,sao sebastiao,18 days 14:52:11.000000000
senhor do bonfim,sao jose do rio preto,18 days 14:55:02.000000000
nova fatima,araguari,18 days 14:55:38.000000000
maringa,sao ludgero,18 days 15:01:00.000000000
ico,curitiba,18 days 15:01:16.000000000
alexandra,salto,18 days 15:03:01.000000000
extrema,ribeirao preto,18 days 15:04:45.000000000
sao goncalo,tres coracoes,18 days 15:10:33.000000000
palmares,praia grande,18 days 15:12:55.000000000
aparecida de goiania,guara,18 days 15:14:33.000000000
bom conselho,guanambi,18 days 15:14:52.000000000
coxim,ibitinga,18 days 15:21:20.000000000
teofilo otoni,taubate,18 days 15:23:30.000000000
santa helena de goias,belo horizonte,18 days 15:26:00.000000000
jequie,brasilia,18 days 15:26:31.000000000
petrolina,campo limpo paulista,18 days 15:27:19.000000000
sao luis do curu,sao jose do rio preto,18 days 15:28:05.000000000
acu,piracicaba,18 days 15:28:54.000000000
santo antonio do sudoeste,sorocaba,18 days 15:29:04.000000000
sao sebastiao do paraiba,coxim,18 days 15:34:09.000000000
seabra,fazenda rio grande,18 days 15:34:15.000000000
ariquemes,jacarei,18 days 15:35:35.000000000
lagarto,santo andre,18 days 15:40:43.000000000
porto alegre,americana,18 days 15:42:16.000000000
